location,lat,long,alt,year,bloom_date,bloom_doy,Date_doy_tavg,Date_doy_tmax,Date_doy_tmin,tavg_below_5,tavg_above_10,tavg_moving,tmin_moving,tmax_moving,prcp.-2,prcp.-1,prcp.0,prcp.1,prcp.2,tavg.-2,tavg.-1,tavg.0,tavg.1,tavg.2,tmax.-2,tmax.-1,tmax.0,tmax.1,tmax.2,tmin.-2,tmin.-1,tmin.0,tmin.1,tmin.2,long.y,long.x,slope,dg2_coef,intc,tavg.3,tmin.3,tmax.3
Switzerland/Zürich-Witikon,47.3591,8.590272,620.0,2011,2011-04-05,95,34,33,34,104,0.0,-27.0,-44.1429,-8.5,10.0,17.0,21.0,16.0,11.0,87.16129032258064,52.833333333333336,-8.225806451612904,12.419354838709678,27.642857142857142,124.6774193548387,79.03333333333333,15.709677419354838,35.935483870967744,62.42857142857143,58.61290322580645,28.466666666666665,-30.387096774193548,-10.225806451612904,-0.8214285714285714,0.14936746466446577,0.9887817557478038,-0.2859174964438142,0.08718782402992988,47.786628733997276,32.63636363636363,-2.8181818181818183,81.81818181818181
Switzerland/Zürich-Witikon,47.3591,8.590272,620.0,2012,2012-04-13,104,44,44,44,103,1.0,-99.4286,-125.1429,-72.5714,11.0,1.0,25.0,24.0,10.0,94.29032258064517,50.86666666666667,36.54838709677419,20.35483870967742,-35.793103448275865,135.96774193548387,82.46666666666667,60.903225806451616,44.58064516129032,-2.0344827586206895,63.16129032258065,26.866666666666667,13.35483870967742,-1.6129032258064515,-65.48275862068965,0.14936746466446577,0.9887817557478038,3.123931623931626,-0.36306260789019373,-149.47150997151005,55.27272727272727,12.090909090909092,107.0909090909091
Switzerland/Zürich-Witikon,47.3591,8.590272,620.0,2013,2013-05-01,121,26,26,57,129,0.0,-24.8571,-50.7857,-6.0,18.0,15.0,20.0,20.0,18.0,96.64516129032258,57.766666666666666,20.096774193548388,6.064516129032258,-12.607142857142858,133.25806451612902,83.83333333333333,43.58064516129032,26.516129032258064,11.428571428571429,68.35483870967742,34.13333333333333,-3.903225806451613,-15.32258064516129,-37.642857142857146,0.14936746466446577,0.9887817557478038,0.5312252964426873,0.19462182003326187,-17.94325867369344,45.18181818181818,12.272727272727273,88.0909090909091
Switzerland/Zürich-Witikon,47.3591,8.590272,620.0,2014,2014-04-03,93,-27,-28,-23,108,0.0,-2.2857,-28.3571,0.0,19.0,19.0,10.0,19.0,17.0,113.48387096774194,39.56666666666667,17.258064516129032,31.612903225806452,40.392857142857146,149.93548387096774,62.266666666666666,50.67741935483871,57.096774193548384,78.03571428571429,85.3225806451613,18.1,-10.709677419354838,7.483870967741935,10.892857142857142,0.14936746466446577,0.9887817557478038,0.33710766405906295,-0.0004045291968708839,25.37463420232196,48.54545454545455,12.0,94.81818181818181
Switzerland/Zürich-Witikon,47.3591,8.590272,620.0,2015,2015-04-15,105,47,39,47,102,1.0,-21.0714,-45.1429,0.0,18.0,11.0,19.0,18.0,9.0,124.09677419354838,65.76666666666667,30.838709677419356,18.612903225806452,-5.142857142857143,163.03225806451613,93.93333333333334,52.70967741935484,46.225806451612904,25.964285714285715,94.2258064516129,43.7,8.67741935483871,-3.161290322580645,-28.214285714285715,0.14936746466446577,0.9887817557478038,3.0821739130434764,0.0425889328063238,-151.34884057970993,49.72727272727273,6.545454545454546,101.72727272727273
Switzerland/Zürich-Witikon,47.3591,8.590272,620.0,2016,2016-04-06,97,25,24,25,101,3.0,-0.8571,-26.7857,0.0,15.0,10.0,7.0,22.0,22.0,91.6774193548387,77.9,44.193548387096776,27.677419354838708,39.48275862068966,125.70967741935483,111.5,79.61290322580645,54.064516129032256,71.72413793103448,64.35483870967742,48.96666666666667,14.064516129032258,2.870967741935484,12.068965517241379,0.14936746466446577,0.9887817557478038,-1.3163737280296017,0.01085379698931931,100.67992599444959,15.0,-8.090909090909092,47.09090909090909
Switzerland/Zürich-Witikon,47.3591,8.590272,620.0,2017,2017-04-02,92,27,27,28,102,1.0,-52.8571,-67.718,-37.0762,17.0,15.0,3.0,12.0,12.0,85.3225806451613,49.3,6.806451612903226,-29.741935483870968,37.214285714285715,119.16129032258064,79.16666666666667,34.38709677419355,-8.847954838709674,78.0,58.32258064516129,23.433333333333334,-15.32258064516129,-49.790111290322585,4.464285714285714,0.14936746466446577,0.9887817557478038,1.3889358703312185,-0.005500987048003646,-27.340662438336828,60.0,17.545454545454547,102.18181818181819
Switzerland/Zürich-Witikon,47.3591,8.590272,620.0,2018,2018-04-17,107,62,62,63,109,0.0,-40.6429,-60.1429,-20.4286,13.0,15.0,23.0,14.0,11.0,113.09677419354838,47.86666666666667,13.161290322580646,47.516129032258064,-14.75,158.74193548387098,76.1,36.58064516129032,75.12903225806451,7.857142857142857,75.29032258064517,21.7,-6.806451612903226,20.806451612903224,-32.285714285714285,0.14936746466446577,0.9887817557478038,0.20714285714286063,0.23904838780051413,-8.186411149825975,47.29055105854135,5.16816735074032,89.89138334385792
Switzerland/Zürich-Witikon,47.3591,8.590272,620.0,2019,2019-04-06,96,31,31,31,92,2.0,-9.5714,-31.5,15.0714,7.0,13.0,18.0,20.0,7.0,111.90322580645162,53.46666666666667,34.516129032258064,1.1612903225806452,39.214285714285715,159.7741935483871,77.0,55.87096774193548,22.806451612903224,88.67857142857143,76.38709677419355,33.233333333333334,13.548387096774194,-20.483870967741936,-1.6785714285714286,0.14936746466446577,0.9887817557478038,2.3945590994371484,-0.07993130104811687,-73.07523452157598,75.18181818181819,42.0,111.81818181818181
Switzerland/Zürich-Witikon,47.3591,8.590272,620.0,2020,2020-04-01,92,8,7,26,89,5.0,0.0,-12.6429,0.0,18.0,16.0,17.0,8.0,16.0,116.48387096774194,55.0,37.903225806451616,25.806451612903224,62.06896551724138,155.16129032258064,81.63333333333334,64.45161290322581,57.61290322580645,105.55172413793103,86.06451612903226,31.766666666666666,13.483870967741936,-2.5806451612903225,25.24137931034483,0.14936746466446577,0.9887817557478038,0.510320660522273,-0.016040471735209946,27.272097414234526,49.63636363636363,20.181818181818183,87.81818181818181
Switzerland/Zürich-Witikon,47.3591,8.590272,620.0,2021,2021-04-04,94,16,16,17,99,3.0,-14.7857,-35.5714,0.0,19.0,13.0,19.0,19.0,10.0,94.51612903225806,58.666666666666664,20.903225806451612,6.356827096774194,42.251127142857136,130.7741935483871,90.76666666666667,40.774193548387096,25.838709677419356,81.42857142857143,66.3225806451613,34.93333333333333,1.5483870967741935,-15.838709677419354,4.392857142857143,0.14936746466446577,0.9887817557478038,1.0302089235209233,-0.0019587649799168456,-5.442743711399705,55.54545454545455,11.818181818181818,99.18181818181819
kyoto,35.0119831,135.6761135,44.0,1989,1989-04-03,93,37,36,38,30,12.0,0.0,0.0,0.0,9.0,7.0,5.0,11.0,15.0,166.82342810921398,99.89849206497198,61.44238214961602,66.8020992741043,66.63891547803344,215.4516129032258,150.53333333333333,107.83870967741936,103.93548387096774,105.03571428571429,123.48387096774194,50.03333333333333,17.64516129032258,32.29032258064516,30.107142857142858,0.698713595649344,-0.7154015035312444,0.29568671567990085,-0.08153416911528578,58.035795602691046,75.83489578311257,30.0,125.0
kyoto,35.0119831,135.6761135,44.0,1990,1990-03-29,88,33,35,33,28,12.0,0.0,-10.6759,0.0,6.0,7.0,6.0,4.0,8.0,171.17601853430503,126.30647053632207,69.56923696623289,44.95894428152493,79.17575757575757,223.8709677419355,176.83333333333334,115.16129032258064,83.04985337243401,117.87564935064935,120.0,82.3,32.806451612903224,4.265948982436479,34.293202997298884,0.698713595649344,-0.7154015035312444,0.7873497913983752,-0.10606480819031437,40.168219886033604,81.34265734265735,24.874618853544174,126.75524475524472
kyoto,35.0119831,135.6761135,44.0,1991,1991-04-07,97,60,57,58,45,9.0,0.0,-15.5552,0.0,8.0,3.0,4.0,7.0,7.0,180.21935483870968,134.73526645768027,77.32562724014335,50.298924731182794,42.62261904761905,227.25598808489931,186.85942528735634,122.37377538829152,88.2752688172043,84.55714285714285,126.76431949559843,79.45193826494739,31.639282944050603,10.784509719312995,-2.6642840896052986,0.698713595649344,-0.7154015035312444,4.363636363636362,-2.2284382284383653,-199.3636363636363,84.27272727272727,34.854572674850445,128.8181818181818
kyoto,35.0119831,135.6761135,44.0,1992,1992-04-03,94,57,57,52,36,15.0,0.0,-1.8137,0.0,8.0,4.0,6.0,4.0,5.0,176.27956989247312,117.8088888888889,85.47401391248722,60.15483870967742,50.55724137931035,219.46344086021503,166.6566666666667,130.91892563776602,104.047311827957,96.09750177093066,126.52569319937332,63.57517071349756,35.93352045293074,17.493174489039948,3.7919814206645537,0.698713595649344,-0.7154015035312444,-0.21964835164834665,-0.016249999999948774,100.78624175824143,87.34,37.008164732470725,130.98429752066116
kyoto,35.0119831,135.6761135,44.0,1993,1993-04-07,97,33,34,41,34,14.0,0.0,-0.2531,0.0,6.0,4.0,5.0,12.0,9.0,180.28387096774193,119.13972222222223,79.38670452617947,57.886196062002526,60.392857142857146,227.48494623655913,166.6630555555556,121.35753165725826,93.10594888981986,109.81542100104772,124.77759656863755,66.44453692837381,36.276821470701954,18.494460103416337,7.5017125375785465,0.698713595649344,-0.7154015035312444,0.31239741766057677,-0.011261261261260666,47.095743516796084,66.18181818181819,9.35114343481342,117.54545454545455
kyoto,35.0119831,135.6761135,44.0,1994,1994-04-09,99,34,35,31,48,6.0,0.0,-11.3058,0.0,4.0,5.0,8.0,2.0,13.0,167.48387096774192,135.13333333333333,70.35483870967742,47.516129032258064,46.107142857142854,216.67741935483872,177.13555555555558,114.06766794873754,92.60967741935484,89.17857142857143,109.64380846413505,76.07223757799875,20.697090159241156,-1.8048999043864615,0.7078797383337737,0.698713595649344,-0.7154015035312444,0.8070175438596489,0.0599992705255865,10.548601232811766,66.63636363636364,13.469175086409036,110.27272727272727
kyoto,35.0119831,135.6761135,44.0,1995,1995-04-09,99,38,37,38,47,6.0,0.0,-10.3483,0.0,1.0,3.0,5.0,5.0,1.0,194.80645161290323,130.96666666666667,76.03225806451613,45.516129032258064,48.642857142857146,245.09677419354838,181.6647421996313,121.02161443014677,85.11933871378109,97.2578663035055,135.05110005365594,73.04462960986085,26.29855665164753,0.5504823571846301,0.49084219798563744,0.698713595649344,-0.7154015035312444,0.571524064171123,0.08012765223391248,25.713458110516918,63.0,12.706760385670263,110.26969696969701
kyoto,35.0119831,135.6761135,44.0,1996,1996-04-12,103,38,38,43,62,5.0,0.0,-24.7918,0.0,5.0,1.0,5.0,4.0,4.0,184.74193548387098,100.1,52.74193548387097,46.935483870967744,38.275862068965516,237.21407361660872,160.2486495739524,98.9192069192935,89.85698924731183,83.92988505747127,119.01982739617088,40.278360929556236,8.052428226021837,0.09210671652327562,-9.65146654256887,0.698713595649344,-0.7154015035312444,0.29311497326203284,-0.004843946376205341,28.86876114081991,49.81818181818182,-6.565457214537124,96.65454545454546
kyoto,35.0119831,135.6761135,44.0,1997,1997-04-07,97,34,35,55,46,8.0,0.0,-13.6516,0.0,5.0,7.0,5.0,3.0,8.0,172.25806451612902,121.6,70.74193548387096,45.41935483870968,47.607142857142854,223.4516129032258,168.23333333333332,121.4258064516129,90.30215053763442,97.10714285714286,110.89909905278752,65.39510433090523,14.262365214972979,-0.22649817985027454,-3.735073236122918,0.698713595649344,-0.7154015035312444,1.8091512565196777,0.0629562471667736,-34.37316263632056,85.9090909090909,17.92617326926455,145.58990561125538
kyoto,35.0119831,135.6761135,44.0,1998,1998-04-01,91,32,36,33,33,13.0,0.0,-9.7639,0.0,2.0,2.0,4.0,7.0,7.0,167.8709677419355,130.6,78.64516129032258,48.67741935483871,70.46428571428571,226.77204301075267,182.53321138858084,126.1968464344671,91.01192557113309,118.88430991894036,104.61298015614977,70.0794430504558,27.115188612751908,4.9984655884805465,14.961367219239397,0.698713595649344,-0.7154015035312444,1.3779352226720643,-0.07778443497313858,3.879149797570866,83.54545454545455,29.373951299644,132.27272727272728
kyoto,35.0119831,135.6761135,44.0,1999,1999-04-04,94,46,45,46,35,11.0,0.0,-18.4523,0.0,12.0,2.0,4.0,19.0,16.0,199.19354838709677,124.86666666666666,82.45161290322581,50.66129032258065,46.964285714285715,243.7402108083567,172.3788888888889,131.41935483870967,96.03052189030137,95.38008361041359,145.2984489128936,65.77958159445971,31.533607091355673,2.8008189739497387,-5.646627620748509,0.698713595649344,-0.7154015035312444,1.7807692307692298,-0.0924749163879593,-29.524615384615277,92.54545454545455,39.704813755945686,136.5581725804841
kyoto,35.0119831,135.6761135,44.0,2000,2000-04-09,100,59,60,59,48,5.0,0.0,-12.1305,0.0,4.0,8.0,7.0,9.0,18.0,188.83870967741936,125.8,68.7741935483871,59.354838709677416,35.793103448275865,241.05698924731186,174.0,118.12322847450139,100.93486538462088,80.5831892107621,125.067058976593,67.47420441756792,18.36096925204776,10.43354597925047,-6.311038145477181,0.698713595649344,-0.7154015035312444,0.7657342657342596,-2.1515984015982936,9.693473193473551,61.90909090909091,10.7961997845517,114.9090909090909
kyoto,35.0119831,135.6761135,44.0,2001,2001-04-06,96,24,25,23,50,6.0,0.0,-14.7024,0.0,7.0,11.0,13.0,18.0,14.0,185.06451612903226,131.9,71.0,38.67741935483871,53.035714285714285,231.3548387096774,179.4,120.03228756059032,81.1753079224902,99.36411693520179,121.3009838972569,74.35205922412918,19.571352564359426,-4.430587856420609,2.0162004152006574,0.698713595649344,-0.7154015035312444,0.33522201665124884,-0.0229418779537717,36.15945883441257,52.72727272727273,-3.469586518544087,103.63636363636364
kyoto,35.0119831,135.6761135,44.0,2002,2002-04-01,91,9,10,51,36,11.0,0.0,-7.9575,0.0,10.0,8.0,12.0,17.0,12.0,178.9301075268817,113.96666666666667,64.7741935483871,57.193548387096776,61.857142857142854,233.9774193548387,169.46666666666667,111.0,99.73620835963979,110.46428571428571,116.66011487519488,52.9795100549156,15.720845804719474,4.963152512693381,6.672875273008911,0.698713595649344,-0.7154015035312444,0.2464304600740348,0.04246540631059409,55.84664198836593,79.54545454545455,14.37894832331106,141.6727272727273
kyoto,35.0119831,135.6761135,44.0,2003,2003-04-08,98,16,34,17,49,5.0,0.0,-15.3753,0.0,5.0,5.0,8.0,7.0,4.0,175.29032258064515,94.76666666666667,68.93548387096774,37.85913978494623,55.5,230.79677419354837,147.06666666666666,110.25806451612904,79.97163251448814,99.74166666666667,111.75106936122596,36.43846642010223,23.09893453701747,-5.967186184494595,4.5626734708284715,0.698713595649344,-0.7154015035312444,0.2918470418470417,-0.018886911389394,37.796031746031744,51.36363636363637,4.936953115040709,95.87999503243691
kyoto,35.0119831,135.6761135,44.0,2004,2004-04-01,92,27,27,32,39,8.0,0.0,-12.1236,0.0,2.0,10.0,8.0,3.0,7.0,169.41935483870967,144.36666666666667,70.96774193548387,42.61290322580645,64.89655172413794,222.99784946236556,185.1381492056907,116.29032258064517,88.3225806451613,121.98513505117252,104.61972024648735,88.71993202432536,21.929138174327225,-2.222330990421452,9.085260366323007,0.698713595649344,-0.7154015035312444,0.7011980267794223,-0.027339697713812533,27.446441155743486,62.09090909090909,8.88473971291921,111.27272727272727
kyoto,35.0119831,135.6761135,44.0,2007,2007-04-07,97,10,11,36,26,12.0,0.0,-2.67,0.0,8.0,8.0,10.0,7.0,8.0,191.38709677419354,131.9,75.12903225806451,58.45161290322581,72.75,243.38709677419354,180.4388107911515,116.53380372820861,105.27410334685435,128.23772821259854,130.96878582897097,75.77803642060672,27.70327364900423,6.873196460948584,13.26062177410814,0.698713595649344,-0.7154015035312444,0.5874140666314122,-0.007829875938400697,46.51983077736649,86.0909090909091,23.777531395668554,143.0
kyoto,35.0119831,135.6761135,44.0,2008,2008-04-04,95,49,33,56,47,4.0,0.0,-13.0075,0.0,10.0,6.0,12.0,11.0,11.0,187.2258064516129,119.46666666666667,76.45161290322581,46.67741935483871,36.241379310344826,237.7741935483871,170.7,122.0947474381001,87.00860215053763,82.65517241379311,129.97895486327877,66.84465341757722,27.512502279624687,5.121442793498674,-6.99180484762312,0.698713595649344,-0.7154015035312444,1.5646527385657816,0.23517786561265208,-41.23320158102766,63.09090909090909,0.915083793178498,117.45454545454545
kyoto,35.0119831,135.6761135,44.0,2009,2009-04-05,95,20,15,20,33,14.0,0.0,-3.3692,0.0,10.0,10.0,8.0,11.0,14.0,184.58064516129033,118.56666666666666,75.87096774193549,52.25806451612903,67.53571428571429,236.22043010752688,168.26666666666668,126.64516129032258,94.35483870967742,114.18649971742524,127.52632245539213,62.64853472020845,19.794517624904152,6.241073142867282,13.615260894595455,0.698713595649344,-0.7154015035312444,0.529954751131222,-0.002313145867926302,45.014781297134235,78.54545454545455,24.915852649280044,123.9090909090909
kyoto,35.0119831,135.6761135,44.0,2010,2010-04-05,95,18,16,26,43,15.0,0.0,-10.4912,0.0,10.0,9.0,10.0,6.0,9.0,180.48387096774192,122.2,71.29032258064517,47.774193548387096,67.53571428571429,232.47096774193548,172.68323553467417,116.29032258064517,92.94189023774781,113.17505186390046,120.87630278555491,67.38336515857411,21.037892426707906,-3.4013659084984775,16.35717252448975,0.698713595649344,-0.7154015035312444,0.799306563457507,0.008675071383173544,32.88711498145457,81.0909090909091,34.96741198615813,115.45454545454545
kyoto,35.0119831,135.6761135,44.0,2011,2011-04-09,99,19,20,18,61,11.0,0.0,-17.9745,0.0,12.0,4.0,7.0,3.0,6.0,191.0,116.6,74.19354838709677,28.258064516129032,64.5,237.72660751700033,166.80465559759108,120.9018265262221,73.6725194670765,118.27388907102997,137.7015207437158,59.384198061104854,21.668454591571795,-16.214995420691686,8.139377183971911,0.698713595649344,-0.7154015035312444,0.7796465465721846,-0.036319568949979585,16.998036369845494,47.63636363636363,0.8416162287104464,96.40606060606065
kyoto,35.0119831,135.6761135,44.0,2012,2012-04-10,101,36,36,36,60,7.0,24.4286,-17.0188,67.0714,8.0,8.0,2.0,7.0,11.0,183.0,137.63333333333333,64.51612903225806,41.03225806451613,41.55172413793103,235.19354838709677,184.62119185622566,110.02238738346243,82.16129032258064,82.44827586206897,121.06506063851658,86.46659738353382,16.670889370230594,-0.23609773325342057,-3.9778640612780185,0.698713595649344,-0.7154015035312444,1.7691876750700277,0.07810790163731339,-35.05266106442572,89.45454545454545,36.509982106481594,129.8752066677779
kyoto,35.0119831,135.6761135,44.0,2013,2013-04-03,93,52,52,13,62,6.0,0.0,-11.1325,0.0,8.0,11.0,11.0,5.0,11.0,181.32258064516128,110.76666666666667,53.25806451612903,39.096774193548384,45.42857142857143,236.22481088000507,153.2237783557354,97.39573182298331,78.88189486722419,87.85098712024076,120.85310504399327,64.05668356046371,5.931923855164005,-8.071620255553864,-0.9409258698811621,0.698713595649344,-0.7154015035312444,4.328070175438593,-0.14130915524102908,-197.22280701754374,82.0,14.972459491774634,145.9090909090909
kyoto,35.0119831,135.6761135,44.0,2014,2014-04-04,94,48,49,22,56,7.0,0.0,-11.2676,0.0,9.0,10.0,9.0,7.0,8.0,199.48387096774192,114.23333333333333,62.935483870967744,44.935483870967744,51.0,242.51612903225808,162.73333333333332,104.87096774193549,91.32472354437365,91.6397162743788,142.34207257334887,59.79099473964811,20.886788656790916,-2.3217515680408902,7.379259193939464,0.698713595649344,-0.7154015035312444,0.26383399209486263,-0.4262281197063891,41.4337944664031,53.81818181818182,2.127368715054305,99.36363636363636
